seed_word,letters,viable_centres,centre_difficulty,words_3,words_4,words_5
ACCORDED,"A,C,D,E,O,R","A,C,D,E,O,R","{"R": "Easy", "C": "Easy", "D": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",38,59,53
ACCORDS,"A,C,D,O,R,S","A,C,D,O,R,S","{"A": "Easy", "R": "Easy", "C": "Easy", "D": "Easy", "O": "Easy", "S": "Easy"}",37,61,44
ACCOUNT,"A,C,N,O,T,U","A,C,N,O,T,U","{"N": "Easy", "O": "Easy", "C": "Easy", "T": "Easy", "U": "Easy", "A": "Easy"}",30,37,20
ACCOUNTANT,"A,C,N,O,T,U","A,C,N,O,T,U","{"N": "Easy", "O": "Easy", "C": "Easy", "T": "Easy", "U": "Easy", "A": "Easy"}",30,37,20
ACCRUED,"A,C,D,E,R,U","A,C,D,E,R,U","{"U": "Easy", "R": "Easy", "D": "Easy", "C": "Easy", "E": "Easy", "A": "Easy"}",27,46,46
ACCURATE,"A,C,E,R,T,U","A,C,E,R,T,U","{"U": "Easy", "R": "Easy", "C": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",39,38,49
ACHIEVE,"A,C,E,H,I,V","A,C,E,H,I,V","{"A": "Easy", "H": "Easy", "C": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",21,18,10
ACHING,"A,C,G,H,I,N","A,C,G,H,I,N","{"N": "Easy", "A": "Easy", "H": "Easy", "G": "Easy", "C": "Medium", "I": "Easy"}",25,25,17
ACIDITY,"A,C,D,I,T,Y","A,C,D,I,T,Y","{"A": "Easy", "Y": "Hard", "C": "Medium", "D": "Easy", "T": "Easy", "I": "Medium"}",18,16,16
ACQUIRE,"A,C,E,I,QU,R","A,C,E,I,QU,R","{"A": "Easy", "R": "Easy", "C": "Medium", "E": "Easy", "QU": "Hard", "I": "Medium"}",19,21,25
ACQUITTAL,"A,C,I,L,QU,T","A,C,I,L,QU,T","{"A": "Easy", "L": "Easy", "C": "Medium", "T": "Easy", "QU": "Hard", "I": "Easy"}",21,22,16
ACRYLIC,"A,C,I,L,R,Y","A,C,I,L,R,Y","{"R": "Easy", "L": "Easy", "Y": "Easy", "C": "Easy", "I": "Easy", "A": "Easy"}",21,33,24
ACTING,"A,C,G,I,N,T","A,C,G,I,N,T","{"N": "Easy", "A": "Easy", "C": "Medium", "G": "Easy", "T": "Easy", "I": "Easy"}",28,28,22
ACTION,"A,C,I,N,O,T","A,C,I,N,O,T","{"N": "Easy", "A": "Easy", "O": "Easy", "C": "Easy", "T": "Easy", "I": "Easy"}",31,46,37
ACTIVATE,"A,C,E,I,T,V","A,C,E,I,T,V","{"A": "Easy", "C": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",30,20,19
ACTIVE,"A,C,E,I,T,V","A,C,E,I,T,V","{"A": "Easy", "C": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",30,20,19
ACTIVIST,"A,C,I,S,T,V","A,C,I,S,T,V","{"A": "Easy", "C": "Easy", "I": "Easy", "V": "Easy", "T": "Easy", "S": "Easy"}",28,33,27
ACTIVITY,"A,C,I,T,V,Y","A,C,I,T,V,Y","{"A": "Easy", "Y": "Hard", "C": "Medium", "T": "Easy", "V": "Medium", "I": "Medium"}",17,11,14
ACTUALLY,"A,C,L,T,U,Y","A,C,L,T,U,Y","{"L": "Easy", "Y": "Hard", "C": "Easy", "T": "Easy", "U": "Medium", "A": "Easy"}",19,22,14
ADAPTER,"A,D,E,P,R,T","A,D,E,P,R,T","{"P": "Easy", "R": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",44,63,61
ADDICTED,"A,C,D,E,I,T","A,C,D,E,I,T","{"A": "Easy", "C": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",29,41,24
ADDICTS,"A,C,D,I,S,T","A,C,D,I,S,T","{"A": "Easy", "C": "Easy", "D": "Easy", "I": "Easy", "T": "Easy", "S": "Easy"}",32,42,32
ADDITION,"A,D,I,N,O,T","A,D,I,N,O,T","{"N": "Easy", "A": "Easy", "O": "Easy", "D": "Easy", "T": "Easy", "I": "Easy"}",39,43,23
ADDITIVE,"A,D,E,I,T,V","A,D,E,I,T,V","{"A": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",33,32,18
ADJUTANT,"A,D,J,N,T,U","A,D,N,T,U","{"N": "Easy", "D": "Medium", "T": "Easy", "U": "Easy", "A": "Easy"}",22,16,8
ADMIRAL,"A,D,I,L,M,R","A,D,I,L,M,R","{"A": "Easy", "R": "Easy", "L": "Easy", "M": "Easy", "D": "Easy", "I": "Easy"}",35,47,25
ADMIRE,"A,D,E,I,M,R","A,D,E,I,M,R","{"A": "Easy", "R": "Easy", "M": "Easy", "D": "Easy", "E": "Easy", "I": "Easy"}",40,61,68
ADMIRED,"A,D,E,I,M,R","A,D,E,I,M,R","{"A": "Easy", "R": "Easy", "M": "Easy", "D": "Easy", "E": "Easy", "I": "Easy"}",40,61,68
ADMIRER,"A,D,E,I,M,R","A,D,E,I,M,R","{"A": "Easy", "R": "Easy", "M": "Easy", "D": "Easy", "E": "Easy", "I": "Easy"}",40,61,68
ADMITS,"A,D,I,M,S,T","A,D,I,M,S,T","{"A": "Easy", "M": "Easy", "D": "Easy", "T": "Easy", "S": "Easy", "I": "Easy"}",41,53,40
ADMITTED,"A,D,E,I,M,T","A,D,E,I,M,T","{"A": "Easy", "M": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",38,55,28
ADOPTED,"A,D,E,O,P,T","A,D,E,O,P,T","{"P": "Easy", "O": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",50,47,23
ADORNED,"A,D,E,N,O,R","A,D,E,N,O,R","{"N": "Easy", "R": "Easy", "D": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",42,63,48
ADRIFT,"A,D,F,I,R,T","A,D,F,I,R,T","{"A": "Easy", "R": "Easy", "D": "Easy", "T": "Easy", "F": "Easy", "I": "Easy"}",30,32,19
ADULTS,"A,D,L,S,T,U","A,D,L,S,T,U","{"L": "Easy", "D": "Easy", "T": "Easy", "U": "Easy", "S": "Easy", "A": "Easy"}",32,51,41
ADVANCE,"A,C,D,E,N,V","A,C,D,E,N,V","{"N": "Easy", "D": "Easy", "C": "Easy", "E": "Easy", "V": "Easy", "A": "Easy"}",25,29,19
ADVANCED,"A,C,D,E,N,V","A,C,D,E,N,V","{"N": "Easy", "D": "Easy", "C": "Easy", "E": "Easy", "V": "Easy", "A": "Easy"}",25,29,19
ADVENT,"A,D,E,N,T,V","A,D,E,N,T,V","{"N": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "A": "Easy"}",38,35,22
ADVERSE,"A,D,E,R,S,V","A,D,E,R,S,V","{"R": "Easy", "D": "Easy", "E": "Easy", "V": "Easy", "S": "Easy", "A": "Easy"}",36,60,78
ADVERT,"A,D,E,R,T,V","A,D,E,R,T,V","{"R": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "A": "Easy"}",37,40,50
ADVICE,"A,C,D,E,I,V","A,C,D,E,I,V","{"A": "Easy", "D": "Easy", "C": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",20,33,19
ADVISE,"A,D,E,I,S,V","A,D,E,I,S,V","{"A": "Easy", "D": "Easy", "E": "Easy", "V": "Easy", "S": "Easy", "I": "Easy"}",33,52,45
ADVOCACY,"A,C,D,O,V,Y","A,C,D,O,V,Y","{"Y": "Hard", "C": "Medium", "D": "Easy", "O": "Easy", "V": "Hard", "A": "Easy"}",20,11,9
AFFECTED,"A,C,D,E,F,T","A,C,D,E,F,T","{"C": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "F": "Easy", "A": "Easy"}",31,37,18
AFFIDAVIT,"A,D,F,I,T,V","A,D,F,I,T,V","{"A": "Easy", "F": "Easy", "D": "Easy", "T": "Easy", "V": "Medium", "I": "Easy"}",25,17,5
AFFILIATE,"A,E,F,I,L,T","A,E,F,I,L,T","{"A": "Easy", "L": "Easy", "T": "Easy", "E": "Easy", "F": "Easy", "I": "Easy"}",42,61,22
AFFINITY,"A,F,I,N,T,Y","A,F,I,N,T,Y","{"N": "Easy", "A": "Easy", "Y": "Medium", "T": "Easy", "F": "Easy", "I": "Easy"}",25,24,23
AFFORDED,"A,D,E,F,O,R","A,D,E,F,O,R","{"R": "Easy", "D": "Easy", "O": "Easy", "E": "Easy", "F": "Easy", "A": "Easy"}",41,59,43
AFIELD,"A,D,E,F,I,L","A,D,E,F,I,L","{"A": "Easy", "L": "Easy", "D": "Easy", "E": "Easy", "F": "Easy", "I": "Easy"}",36,55,28
AGENCY,"A,C,E,G,N,Y","A,C,E,G,N,Y","{"N": "Easy", "Y": "Medium", "G": "Easy", "C": "Medium", "E": "Easy", "A": "Easy"}",30,28,9
AGGREGATED,"A,D,E,G,R,T","A,D,E,G,R,T","{"R": "Easy", "D": "Easy", "G": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",44,55,67
AGGREGATES,"A,E,G,R,S,T","A,E,G,R,S,T","{"R": "Easy", "G": "Easy", "T": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",54,94,120
AGILITY,"A,G,I,L,T,Y","A,G,I,L,T,Y","{"A": "Easy", "L": "Easy", "Y": "Hard", "G": "Easy", "T": "Easy", "I": "Easy"}",26,27,24
AGITATED,"A,D,E,G,I,T","A,D,E,G,I,T","{"A": "Easy", "D": "Easy", "G": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",40,37,22
AGITATION,"A,G,I,N,O,T","A,G,I,N,O,T","{"N": "Easy", "A": "Easy", "O": "Easy", "G": "Easy", "T": "Easy", "I": "Easy"}",39,47,26
AGREEABLE,"A,B,E,G,L,R","A,B,E,G,L,R","{"R": "Easy", "L": "Easy", "B": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",47,59,54
AGREEING,"A,E,G,I,N,R","A,E,G,I,N,R","{"N": "Easy", "A": "Easy", "R": "Easy", "G": "Easy", "E": "Easy", "I": "Easy"}",43,51,48
AIRBUS,"A,B,I,R,S,U","A,B,I,R,S,U","{"A": "Easy", "R": "Easy", "B": "Easy", "U": "Easy", "S": "Easy", "I": "Easy"}",32,50,42
AIRCRAFT,"A,C,F,I,R,T","A,C,F,I,R,T","{"A": "Easy", "R": "Easy", "C": "Easy", "T": "Easy", "F": "Easy", "I": "Easy"}",25,27,26
AIRLINE,"A,E,I,L,N,R","A,E,I,L,N,R","{"N": "Easy", "A": "Easy", "R": "Easy", "L": "Easy", "E": "Easy", "I": "Easy"}",37,60,42
AIRLINER,"A,E,I,L,N,R","A,E,I,L,N,R","{"N": "Easy", "A": "Easy", "R": "Easy", "L": "Easy", "E": "Easy", "I": "Easy"}",37,60,42
AIRMEN,"A,E,I,M,N,R","A,E,I,M,N,R","{"N": "Easy", "A": "Easy", "R": "Easy", "M": "Easy", "E": "Easy", "I": "Easy"}",41,53,52
AIRPORT,"A,I,O,P,R,T","A,I,O,P,R,T","{"P": "Easy", "A": "Easy", "R": "Easy", "O": "Easy", "T": "Easy", "I": "Easy"}",43,52,31
ALARMED,"A,D,E,L,M,R","A,D,E,L,M,R","{"R": "Easy", "L": "Easy", "M": "Easy", "D": "Easy", "E": "Easy", "A": "Easy"}",41,61,57
ALBEIT,"A,B,E,I,L,T","A,B,E,I,L,T","{"A": "Easy", "L": "Easy", "B": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",45,60,34
ALBINO,"A,B,I,L,N,O","A,B,I,L,N,O","{"N": "Easy", "A": "Easy", "L": "Easy", "B": "Easy", "O": "Easy", "I": "Easy"}",36,54,27
ALBUMS,"A,B,L,M,S,U","A,B,L,M,S,U","{"L": "Easy", "M": "Easy", "B": "Easy", "U": "Easy", "S": "Easy", "A": "Easy"}",36,69,61
ALCOHOLIC,"A,C,H,I,L,O","A,C,H,I,L,O","{"L": "Easy", "O": "Easy", "C": "Easy", "H": "Easy", "I": "Easy", "A": "Easy"}",26,37,35
ALERTED,"A,D,E,L,R,T","A,D,E,L,R,T","{"R": "Easy", "L": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",44,62,66
ALGEBRA,"A,B,E,G,L,R","A,B,E,G,L,R","{"R": "Easy", "L": "Easy", "B": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",47,59,54
ALIENATE,"A,E,I,L,N,T","A,E,I,L,N,T","{"N": "Easy", "A": "Easy", "L": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",46,65,46
ALIGHT,"A,G,H,I,L,T","A,G,H,I,L,T","{"A": "Easy", "L": "Easy", "H": "Easy", "G": "Easy", "T": "Easy", "I": "Easy"}",31,35,22
ALKALINE,"A,E,I,K,L,N","A,E,I,K,L,N","{"N": "Easy", "A": "Easy", "L": "Easy", "K": "Easy", "E": "Easy", "I": "Easy"}",32,53,30
ALLEGEDLY,"A,D,E,G,L,Y","A,D,E,G,L,Y","{"L": "Easy", "Y": "Easy", "D": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",42,48,47
ALLEGING,"A,E,G,I,L,N","A,E,G,I,L,N","{"N": "Easy", "A": "Easy", "L": "Easy", "G": "Easy", "E": "Easy", "I": "Easy"}",41,51,46
ALLERGY,"A,E,G,L,R,Y","A,E,G,L,R,Y","{"R": "Easy", "L": "Easy", "Y": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",45,56,57
ALLEVIATE,"A,E,I,L,T,V","A,E,I,L,T,V","{"A": "Easy", "L": "Easy", "T": "Easy", "E": "Easy", "V": "Easy", "I": "Easy"}",42,47,28
ALLIANCE,"A,C,E,I,L,N","A,C,E,I,L,N","{"N": "Easy", "A": "Easy", "L": "Easy", "C": "Easy", "E": "Easy", "I": "Easy"}",29,41,39
ALLOCATE,"A,C,E,L,O,T","A,C,E,L,O,T","{"L": "Easy", "O": "Easy", "C": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",44,64,33
ALLOTTED,"A,D,E,L,O,T","A,D,E,L,O,T","{"L": "Easy", "O": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",49,66,32
ALLOWED,"A,D,E,L,O,W","A,D,E,L,O,W","{"L": "Easy", "D": "Easy", "W": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",45,49,30
ALMOND,"A,D,L,M,N,O","A,D,L,M,N,O","{"N": "Easy", "L": "Easy", "M": "Easy", "D": "Easy", "O": "Easy", "A": "Easy"}",38,46,24
ALMOST,"A,L,M,O,S,T","A,L,M,O,S,T","{"L": "Easy", "M": "Easy", "O": "Easy", "T": "Easy", "S": "Easy", "A": "Easy"}",42,93,90
ALPINE,"A,E,I,L,N,P","A,E,I,L,N,P","{"P": "Easy", "A": "Easy", "N": "Easy", "L": "Easy", "E": "Easy", "I": "Easy"}",40,62,49
ALREADY,"A,D,E,L,R,Y","A,D,E,L,R,Y","{"R": "Easy", "L": "Easy", "Y": "Easy", "D": "Easy", "E": "Easy", "A": "Easy"}",41,59,63
ALTERED,"A,D,E,L,R,T","A,D,E,L,R,T","{"R": "Easy", "L": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",44,62,66
ALTERNATE,"A,E,L,N,R,T","A,E,L,N,R,T","{"N": "Easy", "R": "Easy", "L": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",43,61,60
ALUMINIUM,"A,I,L,M,N,U","A,I,L,M,N,U","{"N": "Easy", "A": "Easy", "L": "Easy", "M": "Easy", "U": "Easy", "I": "Easy"}",32,50,31
ALUMINUM,"A,I,L,M,N,U","A,I,L,M,N,U","{"N": "Easy", "A": "Easy", "L": "Easy", "M": "Easy", "U": "Easy", "I": "Easy"}",32,50,31
ALUMNI,"A,I,L,M,N,U","A,I,L,M,N,U","{"N": "Easy", "L": "Easy", "M": "Easy", "I": "Easy", "U": "Easy", "A": "Easy"}",32,50,31
AMATEUR,"A,E,M,R,T,U","A,E,M,R,T,U","{"U": "Easy", "R": "Easy", "M": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",46,51,44
AMAZEMENT,"A,E,M,N,T,Z","A,E,M,N,T,Z","{"N": "Easy", "M": "Easy", "T": "Easy", "E": "Easy", "A": "Easy", "Z": "Hard"}",33,36,25
AMAZING,"A,G,I,M,N,Z","A,G,I,M,N,Z","{"N": "Easy", "A": "Easy", "M": "Easy", "G": "Easy", "Z": "Hard", "I": "Easy"}",28,29,20
AMENDMENT,"A,D,E,M,N,T","A,D,E,M,N,T","{"N": "Easy", "M": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",42,53,38
AMENDS,"A,D,E,M,N,S","A,D,E,M,N,S","{"N": "Easy", "M": "Easy", "D": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",40,75,81
AMMONIUM,"A,I,M,N,O,U","A,I,M,N,O,U","{"N": "Easy", "A": "Easy", "M": "Easy", "O": "Easy", "U": "Medium", "I": "Easy"}",30,37,24
AMNESIA,"A,E,I,M,N,S","A,E,I,M,N,S","{"N": "Easy", "M": "Easy", "I": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",41,76,86
AMOUNT,"A,M,N,O,T,U","A,M,N,O,T,U","{"N": "Easy", "O": "Easy", "M": "Easy", "T": "Easy", "U": "Easy", "A": "Easy"}",43,46,18
ANALOGY,"A,G,L,N,O,Y","A,G,L,N,O,Y","{"N": "Easy", "L": "Easy", "Y": "Medium", "G": "Easy", "O": "Easy", "A": "Easy"}",26,42,37
ANALYSES,"A,E,L,N,S,Y","A,E,L,N,S,Y","{"N": "Easy", "L": "Easy", "Y": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",43,74,66
ANALYSIS,"A,I,L,N,S,Y","A,I,L,N,S,Y","{"N": "Easy", "L": "Easy", "Y": "Easy", "I": "Easy", "S": "Easy", "A": "Easy"}",33,53,59
ANALYZE,"A,E,L,N,Y,Z","A,E,L,N,Y,Z","{"N": "Easy", "L": "Easy", "Y": "Easy", "E": "Easy", "A": "Easy", "Z": "Hard"}",27,25,14
ANARCHY,"A,C,H,N,R,Y","A,C,H,N,R,Y","{"N": "Easy", "R": "Easy", "Y": "Easy", "H": "Medium", "C": "Medium", "A": "Easy"}",21,20,14
ANATOMY,"A,M,N,O,T,Y","A,M,N,O,T,Y","{"N": "Easy", "M": "Easy", "Y": "Easy", "O": "Easy", "T": "Easy", "A": "Easy"}",38,37,29
ANCHOR,"A,C,H,N,O,R","A,C,H,N,O,R","{"N": "Easy", "R": "Easy", "C": "Easy", "H": "Easy", "O": "Easy", "A": "Easy"}",32,35,25
ANCIENT,"A,C,E,I,N,T","A,C,E,I,N,T","{"N": "Easy", "A": "Easy", "C": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",34,41,31
ANDROID,"A,D,I,N,O,R","A,D,I,N,O,R","{"N": "Easy", "R": "Easy", "O": "Easy", "D": "Easy", "I": "Easy", "A": "Easy"}",34,47,31
ANGELS,"A,E,G,L,N,S","A,E,G,L,N,S","{"N": "Easy", "L": "Easy", "G": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",45,91,77
ANGERED,"A,D,E,G,N,R","A,D,E,G,N,R","{"N": "Easy", "R": "Easy", "D": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",41,63,54
ANGLED,"A,D,E,G,L,N","A,D,E,G,L,N","{"N": "Easy", "L": "Easy", "D": "Easy", "G": "Easy", "E": "Easy", "A": "Easy"}",43,58,41
ANGLES,"A,E,G,L,N,S","A,E,G,L,N,S","{"N": "Easy", "L": "Easy", "G": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",45,91,77
ANGULAR,"A,G,L,N,R,U","A,G,L,N,R,U","{"N": "Easy", "R": "Easy", "L": "Easy", "G": "Easy", "U": "Easy", "A": "Easy"}",27,44,27
ANIMATE,"A,E,I,M,N,T","A,E,I,M,N,T","{"N": "Easy", "A": "Easy", "M": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",42,61,38
ANIMATION,"A,I,M,N,O,T","A,I,M,N,O,T","{"N": "Easy", "A": "Easy", "M": "Easy", "O": "Easy", "T": "Easy", "I": "Easy"}",43,53,29
ANNOTATED,"A,D,E,N,O,T","A,D,E,N,O,T","{"N": "Easy", "O": "Easy", "D": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",48,55,31
ANNOUNCE,"A,C,E,N,O,U","A,C,E,N,O,U","{"N": "Easy", "U": "Hard", "C": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",20,25,12
ANNOYANCE,"A,C,E,N,O,Y","A,C,E,N,O,Y","{"N": "Easy", "Y": "Medium", "C": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",26,27,19
ANNOYED,"A,D,E,N,O,Y","A,D,E,N,O,Y","{"N": "Easy", "Y": "Easy", "D": "Easy", "O": "Easy", "E": "Easy", "A": "Easy"}",35,36,20
ANNOYING,"A,G,I,N,O,Y","A,G,I,N,O,Y","{"N": "Easy", "A": "Easy", "Y": "Medium", "G": "Easy", "O": "Easy", "I": "Medium"}",26,32,20
ANNUITY,"A,I,N,T,U,Y","A,I,N,T,U,Y","{"N": "Easy", "A": "Easy", "Y": "Hard", "T": "Easy", "U": "Easy", "I": "Easy"}",25,23,20
ANOMALY,"A,L,M,N,O,Y","A,L,M,N,O,Y","{"N": "Easy", "L": "Easy", "M": "Easy", "Y": "Easy", "O": "Easy", "A": "Easy"}",29,43,34
ANSWER,"A,E,N,R,S,W","A,E,N,R,S,W","{"N": "Easy", "R": "Easy", "W": "Easy", "E": "Easy", "S": "Easy", "A": "Easy"}",44,71,73
ANTARCTIC,"A,C,I,N,R,T","A,C,I,N,R,T","{"N": "Easy", "R": "Easy", "C": "Easy", "I": "Easy", "T": "Easy", "A": "Easy"}",27,32,34
ANTHEM,"A,E,H,M,N,T","A,E,H,M,N,T","{"N": "Easy", "M": "Easy", "H": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",46,57,27
ANTHRAX,"A,H,N,R,T,X","A,H,N,R,T","{"N": "Easy", "R": "Medium", "H": "Easy", "T": "Easy", "A": "Easy"}",19,17,6
ANTICS,"A,C,I,N,S,T","A,C,I,N,S,T","{"N": "Easy", "A": "Easy", "C": "Easy", "I": "Easy", "T": "Easy", "S": "Easy"}",33,53,48
ANTIGEN,"A,E,G,I,N,T","A,E,G,I,N,T","{"N": "Easy", "A": "Easy", "G": "Easy", "T": "Easy", "E": "Easy", "I": "Easy"}",46,47,30
ANTIQUE,"A,E,I,N,QU,T","A,E,I,N,QU,T","{"N": "Easy", "A": "Easy", "T": "Easy", "E": "Easy", "QU": "Medium", "I": "Easy"}",30,32,21
ANTIQUITY,"A,I,N,QU,T,Y","A,I,N,QU,T,Y","{"N": "Easy", "A": "Easy", "Y": "Hard", "T": "Easy", "QU": "Hard", "I": "Easy"}",22,17,18
ANYBODY,"A,B,D,N,O,Y","A,B,D,N,O,Y","{"N": "Easy", "Y": "Medium", "B": "Easy", "D": "Easy", "O": "Easy", "A": "Easy"}",35,29,26
ANYHOW,"A,H,N,O,W,Y","A,H,N,O,W,Y","{"N": "Easy", "Y": "Easy", "H": "Easy", "W": "Easy", "O": "Easy", "A": "Easy"}",40,21,11
AORTIC,"A,C,I,O,R,T","A,C,I,O,R,T","{"A": "Easy", "R": "Easy", "O": "Easy", "C": "Easy", "T": "Easy", "I": "Easy"}",33,48,36
APERTURE,"A,E,P,R,T,U","A,E,P,R,T,U","{"P": "Easy", "R": "Easy", "T": "Easy", "U": "Easy", "A": "Easy", "E": "Easy"}",45,54,45
APOLOGY,"A,G,L,O,P,Y","A,G,L,O,P,Y","{"P": "Easy", "L": "Easy", "Y": "Medium", "G": "Easy", "O": "Easy", "A": "Easy"}",32,37,34
APPALLING,"A,G,I,L,N,P","A,G,I,L,N,P","{"P": "Easy", "A": "Easy", "N": "Easy", "L": "Easy", "G": "Easy", "I": "Easy"}",35,47,34
APPARENT,"A,E,N,P,R,T","A,E,N,P,R,T","{"P": "Easy", "R": "Easy", "N": "Easy", "T": "Easy", "E": "Easy", "A": "Easy"}",47,69,60
